Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
03/08/2018,"1 BALLYOWEN DR, LUCAN, DUBLIN",,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2016,"FIDDOWN HOUSE, PILTOWN, CO. KILKENNY",,Kilkenny,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2021,"2 POUND ROAD, NENAGH, CO. TIPPERARY",,Tipperary,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2021,"4 AVILLA, MILFORD GRANGE, CASTLETROY",,Limerick,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2014,"32 HILLSIDE, GREYSTONES, WICKLOW",,Wicklow,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"34 WOODLAWN PARK, BORRIS, CARLOW",,Carlow,"€98,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/08/2021,"15 WHITESTRAND, AYLESBURY PARK, SECOND SEA RD",,Sligo,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2014,"3 ST FLANNANS CRESCENT, BALLINACLOUGH, NENAGH",,Tipperary,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2017,"SANDSTONE WOODS, GOLDRUM, TERMON",,Donegal,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2014,"Apartment No. 40  Block B, Water's Gate, Bilberry",,Waterford,"€55,595.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/04/2020,"8 GRANGE VIEW RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2014,"4 CALLARY ST, TULLAMORE, OFFALY",,Offaly,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2017,"22 MARIAN PARK, NEWTOWNPARK AVE, BLACKROCK",,Dublin,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2019,"1 Parkside Lane, Parkside, Balgriffin",Dublin 13,Dublin,"€334,801.76",No,Yes,New Dwelling house /Apartment,
05/09/2019,"15 TWIN OAKS, BAILIEBOROUGH, CAVAN",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"5 THE LOTS, QUARRY CROSS, GNEEVEGUILLA",,Kerry,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"39 MANOR COURT, CORK RD, WATERFORD",,Waterford,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2021,"APT 32 THE NEWMAN, KILLINEY COURT APTS, STATION RD",,Dublin,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"18 Burford Drive, honeypark, dun Laoire",,Dublin,"€577,092.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
14/04/2015,"Sixmilebridge Road, Kilkishen",,Clare,"€115,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/07/2011,"109 Ventry Park, Cabra, Dublin 7",,Dublin,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2017,"NEWTOWN HOUSE, NEWTOWN, CASTLEBAR",,Mayo,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2020,"11 LEIGH VALLEY, RATOATH, MEATH",,Meath,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2013,"70 HILLCOURT RD, GLENAGEARY, DUBLIN",,Dublin,"€627,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2018,"COOLBAGGAN EAST, TALLOW, CO.WATERFORD",,Waterford,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2013,"14 Lisheen Fields, Ovens, Cork",,Cork,"€264,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/11/2020,"MEEDORAN, GEESALA, BALLINA",,Mayo,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2017,"25 FOREST PARK, LEIXLIP, KILDARE",,Kildare,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2013,"3 Pairc na Blathanna, Kilkee",,Clare,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"COOLENA, EDMONSTOWN, BALLAGHADEREEN",,Roscommon,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2015,"133 STANNAWAY RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"4 The View, Ledwill Park, Kilcock",,Kildare,"€339,207.00",No,Yes,New Dwelling house /Apartment,
30/04/2012,"18 Newbury Park, Derrinturn",,Kildare,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2015,"SHANAGHY HEIGHTS, BALLINA, MAYO",,Mayo,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2017,"2 GLENTHORN DR, DUBLIN HILL, CORK",,Cork,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/05/2013,"2 Preston Brook, Rathangan",,Kildare,"€123,348.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/06/2021,"85 COUNTESS GROVE, KILLARNEY, KERRY",,Kerry,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2011,"Apt 10 Block 5, Riverwalk, Waterford",,Waterford,"€132,015.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/09/2015,"Apartment 19 Desart Court, New Street, Kilkenny R95 X050",,Kilkenny,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2018,"24 ENDSLEIGH ESTATES, CARRIGALINE, CO CORK",,Cork,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"College Road, Castleisland",,Kerry,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/02/2018,"5 The Drive Whitefield Manor, Bettystown, Co Meath",,Meath,"€264,273.13",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
08/03/2019,"18 GLASAN AT GMIT, BALLYBANE, GALWAY",,Galway,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2017,"15 COIS CLAIDIGH, BELMULLET, MAYO",,Mayo,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2014,"8 RINGMEEN EST, COBH, CORK",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2013,"No. 33 Esker Fields, Ballinasloe",,Galway,"€53,000.00",Yes,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/06/2021,"69 KNOCKPOGUE AVE, FARRANREE",,Cork,"€171,675.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2015,"6 Scotshouse Close, Monaghan",,Monaghan,"€47,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/08/2017,"5 ODINS WAY, TAYLORS LANE, RATHFARNHAM",,Dublin,"€475,771.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
29/06/2018,"7 BIRCH CLOSE, JOHNSTOWN WOOD, NAVAN",,Meath,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2020,"139 THE WALLED GARDENS, CASTLETOWN, CELBRIDGE",,Kildare,"€254,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2020,"37 SPRINGFIELD COTTAGES, MULLINGAR, WESTMEATH",,Westmeath,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2019,"60 FAHY GARDENS, LOUGHREA, GALWAY",,Galway,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2020,"13 BLACKCASTLE, NAVAN, MEATH",,Meath,"€207,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"PORTVALE, BURTONPORT, COUNTY DONEGAL",,Donegal,"€33,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/07/2020,"4 CHESTNUT GROVE, GLENCAR SCOTCH, LETTERKENNY",,Donegal,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2017,"SNUGBORO, CASTLEBAR, COUNTY MAYO",,Mayo,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"47 Milford, Malahide",,Dublin,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2011,"COOLEGRAINE, DOWRA",,Leitrim,"€26,400.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2021,"22 The Crescent, Cluain Dara, Derrinturn",,Kildare,"€229,100.00",No,Yes,New Dwelling house /Apartment,
15/09/2021,"12 The Village Green, The Spa",,Kerry,"€413,719.00",No,Yes,New Dwelling house /Apartment,
26/02/2021,"154 THE MALTINGS, ISLAND ST, DUBLIN 2",Dublin 8,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2021,"134 KNIGHTSWOOD, MATTHEWS LANE, DROGHEDA",,Meath,"€226,431.00",No,Yes,New Dwelling house /Apartment,
03/09/2020,"GLEANN CHODLAIDH, WOODSTOWN LOWER, CO WATERFORD",,Waterford,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2017,"11 SANDYFORD HOUSE, SCARLET ST, DROGHEDA",,Louth,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2017,"4 Belarmine Lawns, Belarmine Woods, Stepaside",,Dublin,"€371,950.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/10/2018,"THE WHITE HOUSE, GRANGEBARRY, FETHARD",,Tipperary,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2017,"MONTEEN, CRETTYARD, CARLOW",,Kilkenny,"€58,600.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2011,"No. 6 Finnihy Banks, Kenmare",,Kerry,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2018,"33 FOXWOOD, SWORDS, DUBLIN",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"45 Willow Drive, Bloomfield, Annacotty",,Limerick,"€310,000.00",No,Yes,New Dwelling house /Apartment,
04/10/2013,"No 12 Prospect, Mount Prospect, Mullingar",,Westmeath,"€107,250.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/05/2014,"42 CLONMORE HEIGHTS, MULLINGAR, CO WESTMEATH",,Westmeath,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"50 GORT GREINE, RAHOON, GALWAY",,Galway,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2019,"SLIEVECORRAGH, HOLLYWOOD, WICKLOW",,Wicklow,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"17 KENURE COURT, POWERSCOURT, DUNMORE RD",,Waterford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"46 CEDARWOOD RD, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2020,"21 ST CANICES SQUARE, CHURCH STREET, FINGLAS ROAD",,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2016,"3 STRAWBERRY HILL, BUNCLODY, CO WEXFORD",,Wexford,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2011,"3 Waverley Terrace, Harolds Cross, Dublin 6",,Dublin,"€439,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"DRONCUMMER, KANTURK, CORK",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2018,"BALLYLIN FERBANE, FERBANE, OFFALY",,Offaly,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2016,"64 TEMPLE COURT, NORTHWOOD, SANTRY",Dublin 9,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2016,"22 HOLLYWOOD GROVE, CHARLESTOWN RD, BALLAGHADEREEN",,Roscommon,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2019,"QUIN, ENNIS, CO CLARE",,Clare,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2014,"148 PEARSE STREET, DUBLIN 2",,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2014,"7 st ciallians view, fenagh, ballinamore",,Leitrim,"€155,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/09/2021,"5 ABBEYVALE WAY, SWORDS, DUBLIN",,Dublin,"€381,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2019,"73 CLONLARA, KERRY PIKE, Co. Cork",,Cork,"€392,070.48",No,Yes,New Dwelling house /Apartment,
03/12/2010,"TAWLAUGHT, FENIT",,Kildare,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/06/2017,"4 STREAMSTOWN COTTAGES, MALAHIDE, DUBLIN",,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2021,"10 CHERRY GARDENS, MONTENOTTE, CORK",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2019,"15 BELLEVUE HEIGHTS, SOUTHKNOCK, NEW ROSS",,Wexford,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"3 RINROE, GRANGE, SLIGO",,Sligo,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2015,"BALLAGHBOY, COROFIN, COUNTY CLARE",,Clare,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2019,"110 CHARLESLAND GROVE, GREYSTONES, WICKLOW",,Wicklow,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2011,"24 Kingscourt, Naas",,Kildare,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2014,"43 BLOCK H ATHENRY SHOPPING CENTER, ATHENRY, CO GALWAY",,Galway,"€36,666.66",No,No,Second-Hand Dwelling house /Apartment,
22/10/2014,"26 BRAMBLE WAY, CASTLELAKE, CARRIGTWOHILL",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2020,"105 ELM PARK, CASTLETROY, LIMERICK",,Limerick,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2017,"RATHGOWAN, MULLINGAR, CO WESTMEATH",,Westmeath,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2014,"33 KINVARA DR, DUBLIN HILL, CORK",,Cork,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2016,"13 PINE COURT, TYCOR, WATERFORD",,Waterford,"€94,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2015,"26 ELMFIELD WALK, CLARE HALL, DONAGHMEDE",Dublin 13,Dublin,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2018,"14 ARRAN QUAY, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2020,"83 River Crescent, Virginia, Co Cavan",,Cavan,"€229,000.00",No,Yes,New Dwelling house /Apartment,
22/12/2017,"48 COLLEGE PARK, DUNSHAUGHLIN, MEATH",,Meath,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"34 MOYCOURT, MOYVALE, BALLYMAHON",,Longford,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2021,"GAURUS, ENNIS, CO CLARE",,Clare,"€274,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2013,"3 Heath Hill, Newtowncunningham",,Donegal,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"BALLINDILLANIG, CHURCHTOWN, MALLOW",,Cork,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2014,"45 Stratton Walk, Adamstown, Co Dublin",,Dublin,"€180,616.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/05/2021,"7 CROAGH PATRICK RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2013,"Apartment 306, Carrington, Northwood  Santry",Dublin 9,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2018,"24 THE LINDEN, RIVERSDALE, DUNDRUM",Dublin 16,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2017,"29A SUGARLOAF CRESCENT, BRAY, CO WICKLOW",,Wicklow,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2016,"BLOCK K APP 4, CLONMULLEN HALL, EDENDERRY",,Offaly,"€41,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2019,"TWO MILE HOUSE, NAAS, KILDARE",,Kildare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2014,"4 Sandy Grove Close, Sandy Lane, Balckrock",,Louth,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2012,"176A Whitehall Road West, Perrystown, Dublin",,Dublin,"€30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/11/2016,"168 BEECH PK, BALLINCOLLIG, CORK",,Cork,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2019,"43 sycamore drive, limerick rd, ennis",,Clare,"€237,885.00",No,Yes,New Dwelling house /Apartment,
11/07/2018,"99 SEVEN OAKS, SARSFIELD RD, INCHICORE DUBLIN 10",Dublin 10,Dublin,"€116,524.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/08/2016,"13 HEATHERWALK, ARD SIONNACH, SHANAKIEL",,Cork,"€70,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/12/2016,"45 THE DRIVE, HAZELHATCH PARK, CELBRIDGE",,Kildare,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2018,"BALLYNALLY, MOVILLE, DONEGAL",,Donegal,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/12/2016,"7 CANNONS LANE, CLIFDEN, GALWAY",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2020,"12 DUNVALE DR, FRANKFIELD, CORK",,Cork,"€332,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2017,"27 The Strand, Marina Village, Greystones",,Wicklow,"€506,607.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/06/2019,"18 PHOENIX COURT, KILRUSH RD, ENNIS",,Clare,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2014,"MCQUILLANS CROSS, CLONARD GREAT, WEXFORD",,Wexford,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2010,"The Beeches, Killincarrig, Greystones",,Wicklow,"€685,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2019,"1 WARRENSTOWN ROW, BLANCHARDSTOWN MEATH, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2018,"60 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"38 ALTAMOUNT PARK, KILKENNY, KILKENNY",,Kilkenny,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2012,"Drumlon, Bailieborough",,Cavan,"€41,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2015,"PALMERSTOWN, ORANMORE, GALWAY",,Galway,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"9 BEAUMONT COURT, BEAUMONT WOODS, BEAUMONT DUBLIN 9",Dublin 9,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"KNOCKANISH, THE SPA, TRALEE",,Kerry,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/10/2019,"Apt. 16 Oakwood, Killarney, Co. Kerry",,Kerry,"€143,430.00",No,Yes,New Dwelling house /Apartment,
10/03/2015,"15 OCONNELL CRESCENT, TURNERS CROSS, CORK",,Cork,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2012,"morbarnane grove, morbarnane, fethard",,Tipperary,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2015,"7 OLD CHAPEL WOOD, CARAGH, NAAS",,Kildare,"€378,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2019,"ONDINA, 55 SPRINGHILL PARK, KILLINEY",,Dublin,"€648,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"24 BRACKEN COURT, OLD TRAMORE ROAD",,Waterford,"€233,480.00",No,Yes,New Dwelling house /Apartment,
03/10/2019,"14 ST GERARD'S SQUARE, DUNDALK, CO LOUTH",,Louth,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2012,"38 Ardmoniel Heights, Killorglin",,Kerry,"€158,590.30",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
17/07/2017,"42 Glenmore Woods, Mullingar",,Westmeath,"€209,251.10",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
26/06/2012,"Site B (1) Barnland, Barnlands, Gorey",,Wexford,"€180,969.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/10/2020,"85 TANEY AVENUE, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€488,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"APT 61, CARLTON SUITES, HENRY ST",,Limerick,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"STRABOE, RATHVILLY, CO CARLOW",,Carlow,"€280,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2014,"117 THE ELM CHARLEVILLE SQUARE, BUTTERFIELD AVENUE, RATHFARNHAM",,Dublin,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"98 Ashmount Mews, Silversprings",,Cork,"€158,590.35",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/09/2019,"144 Carton Wood, Dublin Road, Maynooth",,Kildare,"€491,629.95",No,Yes,New Dwelling house /Apartment,
19/06/2015,"84 BULFIN RD, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2017,"24 ARDEVAN GROVE, MONASTEREVIN, KILDARE",,Kildare,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2020,"THE PILLAR SART, FRESHFORD, KILKENNY",,Kilkenny,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2015,"58 RING ST, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2018,"14  Orchard View, Beaverstown Road, Donabate",,Dublin,"€370,044.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/07/2019,"35 Cnoc Na Rí, Top Road, Strandhill",,Sligo,"€176,806.16",No,Yes,New Dwelling house /Apartment,
22/02/2016,"DRUMMIN WEST, WESTPORT, CO MAYO",,Mayo,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2020,"Apartment 10 Sycamore Hall, Clay Farm, Leopardstown",,Dublin,"€361,233.00",No,Yes,New Dwelling house /Apartment,
28/09/2015,"123 KILWORTH RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2018,"111FR GRIFFEN RD, SALTHILL, GSLWAY",,Galway,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2014,"MABESTOWN LODGE, MABESTOWN, THE WARD",,Meath,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2013,"14 Course Side, Fota Island",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"2 HUNTERS MEADOW, HUNTERS WOOD, DUBLIN 24",Dublin 24,Dublin,"€360,859.40",No,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"3 Diswellstown Place, Castleknock",Dublin 15,Dublin,"€431,718.00",No,Yes,New Dwelling house /Apartment,
26/04/2010,"24 Capella Court, Langton Cross",,Kildare,"€140,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
