DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2019-06-10,"61 west rd, east wall, dublin 3",Dublin 3,Dublin,404000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-16,"ballinlough, ballyroan, laois",,Laois,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-09,"1 springfield grove, rossmore village, tipperary town",,Tipperary,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-27,"15 emsworth park, kinsealy lane, kinsealy",,Dublin,731277.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-03-28,"2 castleside drive, rathfarnham, dublin 14",Dublin 14,Dublin,575000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-13,"maldon, 46 college rd, galway",,Galway,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-11,"52 the orchard, oldtown mill, celbridge",,Kildare,267600.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-06,"19 willow way, the willows, dunshaughlin",,Meath,330396.0,No,Yes,New Dwelling house /Apartment,
2021-09-15,"95 finglas park, finglas east, dublin 11",Dublin 11,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-24,"21 the headlands, putland road, bray",,Wicklow,350000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-18,"cloonagh, granard",,Longford,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-18,"dunroman, streamstown lane, malihide",,Dublin,1528900.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-13,"3 woburn dr, melbourn, bishopstown",,Cork,430000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2018-01-11,"102 the drumlins, virginia, cavan",,Cavan,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-01,"2 elysian meadows, summerhill, carrick on shannon",,Leitrim,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-12,"62 aughamore, kilcock road, clane",,Kildare,299559.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-04-21,"30 killycard manor, castleblaney, co. monaghan",,Monaghan,79735.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-09-25,"68 moorehall rise, hale st, ardee",,Louth,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-06,"4 devon park, lower salthill, galway",,Galway,380000.0,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2019-06-27,"7 faughart tce, st marys rd, dundalk",,Louth,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-14,"21 tormey villas, athlone, westmeath",,Westmeath,152000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-06-12,"148 the laurels, tullow rd, carlow",,Carlow,53500.0,No,No,Second-Hand Dwelling house /Apartment,
2021-04-09,"82 seabourne view, greystones, wicklow",,Wicklow,227500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-02,"9 jameson house, batchlors lane, louth",,Louth,64000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-20,"crann mor, batterstown, meath",,Meath,1200000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-16,"1 shandon park, phibsboro",Dublin 7,Dublin,273000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-04,"suffolk st, kells, meath",,Meath,81000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-09,"70 griffiths place, waterford",,Waterford,95000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-09-14,"19 shackleton park, lucan",,Dublin,339207.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2020-07-09,"2 the green, mount stewart, stradbally road",,Laois,229074.0,No,Yes,New Dwelling house /Apartment,
2021-12-08,"20 stratton drive, adamstown square, lucan",,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-01,"1 fortbarrington dr, dun brinn, athy",,Kildare,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-21,"105 granville rd, cabinteely, dublin",,Dublin,585000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-02,"55 belarmine grove, belarmine woods, stepaside",Dublin 18,Dublin,352423.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-01-07,"49 laburnam drive, termon abbey, drogheda",,Louth,92500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-16,"bawnard, clonmel, county waterford",,Waterford,28000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-23,"94 hybreasal, south circular rd, dublin 8",Dublin 8,Dublin,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-16,"kilnacrott, ballyjamesduff, cavan",,Cavan,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-10,"29 ridgewood square, forest road, swords",,Dublin,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-30,"81 grosvenor square, rathmines",Dublin 6,Dublin,765000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-24,"1 coill dubh view, coill dubh, malahide",,Dublin,493392.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-11-13,"drumacrin, bundoran",,Donegal,130000.0,No,No,New Dwelling house /Apartment,less than 38 sq metres
2020-10-30,"13 holywell sq, swords, dublin",,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-19,"7 hazelgrove, ruan, ennis",,Clare,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-24,"36 bolton court, dublin 1, dublin",Dublin 1,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-05-31,"hilltown, castlepollard",,Westmeath,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-31,"9 millcourt way, clondalkin",Dublin 22,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-09,"val y mar, strand rd, portmarnock",Dublin 13,Dublin,256000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-16,"5 mill rd, killincarrig, greystones",,Wicklow,375000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-12-03,"apartment 1, gleann na tra, sandy road  galway",,Galway,88500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-18,"77 the avenue, abbeylands, clane",,Kildare,124000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-10-25,"tuckmill upper & lower, baltinglass, county wicklow",,Wicklow,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-05,"19 stonebridge, ratoath",,Meath,254625.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-05-31,"7 the harbour, the quay, westport",,Mayo,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-18,"holy cross, bruff, co limerick",,Limerick,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-16,"clonhaston hc, great connell, newbridge",,Kildare,1000000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-17,"gortnacowly, mealagh valley, bantry",,Cork,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-10-19,"27 ring of kerry golf village, templenoe, kenmare",,Kerry,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-19,"6 elder heath copse, elder heath, kiltipper road",Dublin 24,Dublin,286344.0,No,Yes,New Dwelling house /Apartment,
2018-10-15,"6 bloomfield ave, portabello, dublin 8",Dublin 8,Dublin,1000000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-17,"drumcatton, drumany, inniskeen",,Monaghan,197000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-01,"garrangrena, borrisoleigh, thurles",,Tipperary,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-21,"30 beechfield, monaleen, castletroy",,Limerick,355000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-10-05,"152 merrion rd, ballsbridge, dublin 4",Dublin 4,Dublin,2360000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-12,"18 cnon na raille, station road, termon",,Roscommon,162504.06,Yes,Yes,New Dwelling house /Apartment,
2019-12-04,"174 sevenoaks, sarsfield rd, ballyfermot dublin 10",Dublin 10,Dublin,217000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-17,"6 forster place, forster rd, galway",,Galway,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-14,"spring cottage, 147a herbert ave, merrion dublin 4",Dublin 4,Dublin,902507.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-12,"4 churchfield mews, churchfields, ashbourne",,Meath,318500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2015-12-01,"alpine cottage, ballinlea rd, ashford",,Wicklow,297500.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-06,"100 stillorgan grove, blackrock, dublin",,Dublin,1160000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-29,"knockroe, meelick, co clare",,Clare,455000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-03,"1 an radharc, maryborough ridge, douglas",,Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-12,"49c woodstream, coolaney",,Sligo,126016.0,No,Yes,New Dwelling house /Apartment,
2019-12-05,"3 st marys rd, crumlin, dublin 12",Dublin 12,Dublin,46533.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-07-17,"41 hillview, rhode, tullamore",,Offaly,96500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-04-06,"cushlecka, mulranny, westport",,Mayo,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-09-06,"27 gofton hall, mc kee ave, finglas dublin 11",Dublin 11,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-01,"knightswood, multyfarnham, mullingar",,Westmeath,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-16,"111 costa na mara, coast rd, oranmore",,Galway,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-10,"ballycotton, liscannor, clare",,Clare,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-09,"1 moss view, rooskey, co donegal",,Donegal,217000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-01-22,"622 st. patrick's park, celbridge",,Kildare,268000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-13,"cornfield, tomhaggard, co wexford",,Wexford,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-15,"ballyknockan, blessington, wicklow",,Wicklow,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-02-22,"12 churchview, dromahane, mallow",,Cork,158000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-01,"47 the mills, mayfield rd, lismore",,Waterford,205000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-05-01,"apt 1 47 main st, carrick on suir, main st",,Tipperary,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-11,"7 mount eaton, cobh, cork",,Cork,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-01,"45 the view, millbrook lawns, tallaght",Dublin 24,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-15,"27 sundale walk, mountain view, tallaght dublin 24",Dublin 24,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-10,"apartment 2 eglington court, 7 eyre street, galway",,Galway,156750.0,No,No,Second-Hand Dwelling house /Apartment,
2010-08-20,"24 gainsborough lawn, malahide, co. dublin",,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-01-12,"eden, knock, mayo",,Mayo,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-06,"7 ivy crescent, riverway, south douglas rd",,Cork,315000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-04-17,"225 ratoath road, cabra, dublin 7",,Dublin,106666.7,No,No,Second-Hand Dwelling house /Apartment,
2016-09-02,"3 westside estate, togher, cork",,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-09,"59 hampton wood ave, hampton wood, finglas dublin 11",Dublin 11,Dublin,92500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-08,"6 luttrellstown park, luttrellstown wood, castleknock",Dublin 15,Dublin,26286500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-22,"35 coolraine heights, old cratloe road, limerick",,Limerick,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-05-26,"cormaddyduff, loughduff",,Cavan,62000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-11,"1 rye lane, millerstown, kilcock",,Meath,295153.0,No,Yes,New Dwelling house /Apartment,
2020-06-08,"7 ardilaun court, cuffe lane, dublin 2",Dublin 2,Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-08-14,"1 inniscrone mews, avenue rd, dundalk",,Louth,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-28,"50 beresford avenue, donabate",,Dublin,325991.0,No,Yes,New Dwelling house /Apartment,
2012-11-30,"5  woodview lawn, saleen, midleton",,Cork,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-03,"b1 30 grosvenor sq, rathmines, dublin 6",Dublin 6,Dublin,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-22,"87 cragaun, fr russell road, limerick",,Limerick,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-04-01,"apartment 17  block e, mount argus apartments",Dublin 6w,Dublin,463886.0,No,Yes,New Dwelling house /Apartment,
2015-09-04,"36 bluebell lane, carrigaline",,Cork,211453.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2015-06-24,"apt 2 shea's court, manor street, stoneybatter",Dublin 7,Dublin,135000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2015-04-28,"159 the oaks, block d  santry, carrington",,Dublin,147132.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2010-08-13,"19 cushlawn park, tallaght",Dublin 24,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-28,"woodlands, athgoe, newcastle",Dublin 22,Dublin,745000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-09-14,"1 francis street, ballybricken, waterford",,Waterford,75000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-26,"ballinstona, sheerins cross, kilmallock",,Limerick,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-13,"ashleigh, oak park dr, carlow",,Carlow,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-11-08,"rathellen, leighlinbridge, carlow",,Carlow,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2020-09-11,"32 fr cullen terrace, enniscorthy, wexford",,Wexford,116000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-12,"carrigrue, ballinaneeshagh, cork rd",,Waterford,232000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-18,"33 palace fields, tuam, galway",,Galway,137000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-04,"83 drogheda street, balbriggan",,Dublin,121000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-03-02,"27 shelbourne avenue, farranshone, limerick",,Limerick,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-10,"prucklish, churchill",,Donegal,90000.0,No,Yes,New Dwelling house /Apartment,
2019-04-25,"23 bath ave, ballsbridge, dublin 4",Dublin 4,Dublin,955000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-09,"32 parkside gardens, balgriffin, dublin 13",Dublin 13,Dublin,290748.0,No,Yes,New Dwelling house /Apartment,
2016-06-16,"main st, ballaghadereen, roscommon",,Roscommon,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-30,"95 stewart hall, ryders row, parnell st dublin 1",Dublin 1,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-25,"30 marian park, drogheda, louth",,Louth,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-01-10,"180 norwood park, singland, limerick",,Limerick,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-04-29,"townparks, ardee",,Louth,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-06,"cherrytree cottage, gortaclode, kilmeaden",,Waterford,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-04-07,"apt 337 premier sq, block 12, finglas dublin 11",Dublin 11,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-14,"25 coolraine heights, clareview",,Limerick,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-01-09,"12 greenview, ballyragget, co. kilkenny",,Kilkenny,44281.0,Yes,No,Second-Hand Dwelling house /Apartment,
2021-06-22,"block 3 apt 15 botanic, prospect hill  tolka valley, road  finglas  dn147704f",Dublin 11,Dublin,32000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2020-12-04,"apt 1, ballintyre grove, ballinteer ave dublin 16",Dublin 16,Dublin,316000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-15,"317 motherteresa house, loreto abbey, rathfarnham dublin 14",Dublin 14,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-09-12,"58 college park, longford",,Longford,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-13,"103 the pines, sea rd, arklow",,Wicklow,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-14,"derrintovey, dowra, leitrim",,Leitrim,55000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-10,"138 cabra rd, dublin 7, dublin",Dublin 7,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-11,"19 lisle road, crumlin",Dublin 12,Dublin,173000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-18,"12 meadowvale, great meadow, boyle",,Roscommon,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-03-06,"1 oyster cove, kilkerrin, connemara",,Galway,150500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-14,"1 the hollows, newcastle rd, lucan",,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-18,"cragg, porthill, new port",,Tipperary,138500.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-02,"2 tullaskeagh square, roscrea",,Tipperary,50000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-07-26,"33 hazel lane, drogheda, louth",,Meath,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-10,"7 rushbrook, claremorris, mayo",,Mayo,159000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-14,"shalom, 16 rock rd, killarney",,Kerry,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-03,"22 rathbourne square, ashtown, dublin 15",Dublin 15,Dublin,335000.0,No,Yes,New Dwelling house /Apartment,
2015-05-21,"3 leonards court, dunnamaggin, kilkenny",,Kilkenny,181000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-14,"site 92, eco village, cloughjordan",,Tipperary,290748.9,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2016-06-03,"5 rowlands lane, cork city, cork",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-08-02,"apt 78 / cp space 76 crosbies yard, ossory road",,Dublin,121146.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2016-04-20,"8 sonas village, enniscrone, co sligo",,Sligo,30837.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-10,"46 millbank, sallins, co kildare",,Kildare,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-03-29,"155 gleann dara, bishop o donnell road, galway",,Galway,86000.0,No,No,Second-Hand Dwelling house /Apartment,
