DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,CleanedPrice(€),Town,StockPrice,Population,quarter,QuarterNumber
2015-05-15,"['13 orchardstown villas', ' rathfarnham', ' dublin 14']",Dublin 14,Dublin,523500.0,No,No,Second-Hand Dwelling house /Apartment,,523500.0000000004,,2122.73,,2015Q2,2.0
2015-06-25,"['3 carraig linn', ' loughrea']",,Galway,30001.46,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,30001.46000000001,Small Towns,2102.31,,2015Q2,2.0
2016-08-25,"['51 innishfree court', ' tonnaphubble', ' sligo']",,Sligo,182800.0,No,No,Second-Hand Dwelling house /Apartment,,182799.99999999985,Sligo,2172.47,19199.0,2016Q3,3.0
2014-12-11,"['82 auburn heights', ' athlone', ' westmeath']",,Westmeath,124000.0,No,No,Second-Hand Dwelling house /Apartment,,124000.0000000001,Athlone,2035.33,21349.0,2014Q4,4.0
2020-06-12,"['kilmore', ' ballyduff', ' tralee']",,Kerry,91000.0,No,No,Second-Hand Dwelling house /Apartment,,90999.99999999996,Tralee,3041.31,23691.0,2020Q2,2.0
2020-05-05,"['lackaghmore', ' doon', ' offaly']",,Offaly,80000.0,No,No,Second-Hand Dwelling house /Apartment,,79999.99999999994,,2868.44,,2020Q2,2.0
2016-07-20,"['68 the green', ' clonattin village', ' gorey']",,Wexford,83536.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,83535.99999999997,Gorey,2173.02,9822.0,2016Q3,3.0
2019-05-08,"['228 steeplechase green', ' rathoath', ' county meath']",,Meath,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,,2879.42,,2019Q2,2.0
2019-12-19,"['22 cloughvalley', ' carrickmacross', ' monaghan']",,Monaghan,180000.0,No,No,Second-Hand Dwelling house /Apartment,,179999.99999999997,Small Towns,3205.37,,2019Q4,4.0
2011-01-20,"['15 griffeen glen drive', ' lucan']",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,,185000.0000000001,,1280.26,,2011Q1,1.0
2021-07-28,"['kilflynn village', ' tralee', ' kerry']",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,,85000.0,Tralee,4400.65,23691.0,2021Q3,3.0
2016-12-23,"['32 arnold park', ' glenageary', ' dun laoghaire']",,Dublin,605000.0,No,No,Second-Hand Dwelling house /Apartment,,604999.9999999995,,2263.79,,2016Q4,4.0
2021-03-31,"['1 the orchard', ' chapel st', ' bandon']",,Cork,110000.0,Yes,No,Second-Hand Dwelling house /Apartment,,109999.99999999993,Small Towns,3972.89,,2021Q1,1.0
2021-07-14,"['43 palmerston rd', ' rathmines', ' dublin 6']",Dublin 6,Dublin,2400000.0,No,No,Second-Hand Dwelling house /Apartment,,,,4374.3,,2021Q3,3.0
2013-02-14,"['10 the rise', ' kingswood heights', ' tallaght']",,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,,194999.99999999997,,1521.38,,2013Q1,1.0
2011-02-11,"['clashbeg', ' mullinahone']",,Tipperary,185400.0,No,No,Second-Hand Dwelling house /Apartment,,185399.9999999999,,1329.15,,2011Q1,1.0
2014-03-07,"['77 glasanaon rd', ' finglas east', ' dublin 11']",Dublin 11,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,,155000.0,,1878.04,,2014Q1,1.0
2015-06-30,"['uragh', ' kinlough', ' co leitrim']",,Leitrim,35000.0,No,No,Second-Hand Dwelling house /Apartment,,34999.99999999997,,2063.11,,2015Q2,2.0
2015-12-11,"['4 coolgreena rd', ' beaumont', ' dublin 9']",Dublin 9,Dublin,292500.0,No,No,Second-Hand Dwelling house /Apartment,,292500.00000000023,,2012.37,,2015Q4,4.0
2012-11-05,"['4 pound grove', ' castlebar']",,Mayo,112500.0,No,No,Second-Hand Dwelling house /Apartment,,112500.00000000006,Small Towns,1417.26,,2012Q4,4.0
2019-08-30,"['45 sycamore drive', ' limerick road', ' ennis']",,Clare,260001.26,No,Yes,New Dwelling house /Apartment,,260001.25999999992,Ennis,2926.46,25276.0,2019Q3,3.0
2016-12-20,"['ocurry st', ' kilkee', ' clare']",,Clare,105000.0,No,No,Second-Hand Dwelling house /Apartment,,105000.00000000004,Small Towns,2270.76,,2016Q4,4.0
2017-10-31,"['11 farmhill drive', ' goatstown', ' dublin 14']",Dublin 14,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,,400000.0000000002,,2575.26,,2017Q4,4.0
2019-05-02,"['2 greenhills dr', ' knockcroghery', ' roscommon']",,Roscommon,221000.0,No,No,Second-Hand Dwelling house /Apartment,,221000.0000000001,,2917.52,,2019Q2,2.0
2015-09-23,"['apartment 3 ground floor', ' block a the lakelands', ' dublin road  virginia']",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,,1938.76,,2015Q3,3.0
2017-01-20,"['teach cuilinn ballymoneen rd', ' knocknacarra', ' galway']",,Galway,325000.0,No,No,Second-Hand Dwelling house /Apartment,,324999.9999999999,Galway,2271.31,79934.0,2017Q1,1.0
2017-09-22,"['17 assumption place', ' kilkenny']",,Kilkenny,140000.0,No,No,Second-Hand Dwelling house /Apartment,,139999.9999999999,Kilkenny,2502.22,26512.0,2017Q3,3.0
2018-05-18,"['66 beechwood gate', ' beechwood', ' hansfield']",Dublin 15,Dublin,311750.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,311749.9999999999,,2712.97,,2018Q2,2.0
2016-06-28,"['62 castlekevin rd', ' kilmore west', ' dublin 5']",Dublin 5,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,200000.0000000001,,2036.09,,2016Q2,2.0
2019-02-14,"['1 bloyke', ' bulloch harbour', ' dalkey']",,Dublin,1140000.0,No,No,Second-Hand Dwelling house /Apartment,,1140000.0000000002,,2745.73,,2019Q1,1.0
2015-08-13,"['23 aghnaharna court', ' stradbally rd', ' portlaoise']",,Laois,148000.0,No,No,Second-Hand Dwelling house /Apartment,,147999.9999999999,Port Laoise,2083.39,,2015Q3,3.0
2021-01-22,"['monglass lane', ' caim', ' enniscorthy']",,Wexford,290000.0,No,No,Second-Hand Dwelling house /Apartment,,289999.9999999999,Small Towns,3841.47,,2021Q1,1.0
2019-07-17,"['st. benedicts orse damson lodge', ' brighton road', ' foxrock']",,Dublin,1650000.0,No,No,Second-Hand Dwelling house /Apartment,,,,2984.42,,2019Q3,3.0
2010-07-29,"['122 the view', "" wolston's abbey"", ' celbridge']",,Kildare,190000.0,No,No,Second-Hand Dwelling house /Apartment,,190000.0000000001,,1101.53,,2010Q3,3.0
2017-09-21,"['grey gables', ' coolcullitha', ' innishannon']",,Cork,220000.0,Yes,No,Second-Hand Dwelling house /Apartment,,219999.99999999985,,2500.6,,2017Q3,3.0
2020-05-27,"['20 bracken court', ' old tramore rd', ' waterford']",,Waterford,241749.33,No,Yes,New Dwelling house /Apartment,,241749.33000000005,Waterford,3036.13,53504.0,2020Q2,2.0
2020-11-04,"['10a the gallops', ' kilbeggan', ' co westmeath']",,Westmeath,168000.0,No,No,Second-Hand Dwelling house /Apartment,,167999.99999999994,,3443.44,,2020Q4,4.0
2016-08-31,"['62 meadowhill', ' letterkenny', ' donegal']",,Donegal,148000.0,No,No,Second-Hand Dwelling house /Apartment,,147999.9999999999,Letterkenny,2170.95,19274.0,2016Q3,3.0
2010-03-25,"['184 charlesland court', ' charlesland', ' greystones']",,Wicklow,280000.0,No,No,Second-Hand Dwelling house /Apartment,,279999.9999999998,Small Towns,1165.73,,2010Q1,1.0
2016-10-27,"['wormhole', ' roscahill', ' galway']",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,299999.9999999999,Galway,2133.04,79934.0,2016Q4,4.0
2012-12-21,"['2 ballynakelly rise', ' newcastle lyons', ' newcastle']",,Dublin,132795.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,132795.0000000001,,1430.15,,2012Q4,4.0
2014-11-10,"['no. 4 buttermarket', ' drumbiggle', ' ennis']",,Clare,10000.0,No,No,Second-Hand Dwelling house /Apartment,,10000.00000000001,Ennis,2038.26,25276.0,2014Q4,4.0
2016-08-30,"['69 moyglare village', ' maynooth', ' kildare']",,Kildare,280000.0,No,No,Second-Hand Dwelling house /Apartment,,279999.9999999998,,2176.12,,2016Q3,3.0
2016-03-01,"['58 elden', ' maryborough hill', ' douglas']",,Cork,677368.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,677367.9999999994,,1978.35,,2016Q1,1.0
2021-07-26,"['dunmucrum', ' ballyshannon', ' donegal']",,Donegal,93000.0,No,No,Second-Hand Dwelling house /Apartment,,93000.0,Small Towns,4422.23,,2021Q3,3.0
2013-12-04,"[""apt 11   49 st. anthony's road"", ' herberton', ' rialto']",,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,,120000.00000000006,,1792.81,,2013Q4,4.0
2021-07-05,"['b402 the hill', ' clon brugh', ' aikens village dublin 18']",,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,,305000.0,,4352.34,,2021Q3,3.0
2013-07-29,"['millford', ' co. galway']",,Galway,88000.0,No,No,Second-Hand Dwelling house /Apartment,,88000.00000000001,,1685.33,,2013Q3,3.0
2010-04-09,"['104 parkmore drive', ' terenure', ' dublin 6w']",Dublin 6w,Dublin,490000.0,No,No,Second-Hand Dwelling house /Apartment,,489999.9999999997,,1194.37,,2010Q2,2.0
2018-04-26,"['4 the lodge', ' shannon oaks', ' portumna']",,Galway,117000.0,No,No,Second-Hand Dwelling house /Apartment,,117000.0,,2666.94,,2018Q2,2.0
2020-09-04,"['20 salmon weir', ' annacotty', ' limerick']",,Limerick,205000.0,No,No,Second-Hand Dwelling house /Apartment,,205000.0,Limerick,3426.96,94192.0,2020Q3,3.0
2017-12-15,"['4 roscalgan', ' oldtown', ' cavan']",,Cavan,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,Cavan,2675.81,10914.0,2017Q4,4.0
2021-01-13,"['58 royal canal crescent', ' rathborne park', ' dublin 15']",Dublin 15,Dublin,332276.89,No,Yes,New Dwelling house /Apartment,,332276.8900000002,,3809.84,,2021Q1,1.0
2021-07-26,"['136 castle avenue', ' clontarf', ' dublin 3']",Dublin 3,Dublin,820000.0,No,No,Second-Hand Dwelling house /Apartment,,820000.0000000002,,4422.23,,2021Q3,3.0
2020-03-11,"['69 the heights', ' melrose park', ' kinsealy']",,Dublin,327000.0,No,No,Second-Hand Dwelling house /Apartment,,327000.00000000023,,2741.38,,2020Q1,1.0
2013-01-11,"['36 clarinda park', ' dun laoghaire']",,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,,550000.0000000001,,1472.05,,2013Q1,1.0
2020-12-15,"['108 dalton park', ' mullingar', ' westmeath']",,Westmeath,114000.0,No,No,Second-Hand Dwelling house /Apartment,,114000.0000000001,Mullingar,3694.62,20928.0,2020Q4,4.0
2020-04-30,"['62 the meadows', ' ros fearna', ' murroe']",,Limerick,179000.0,No,No,Second-Hand Dwelling house /Apartment,,178999.99999999994,,2912.43,,2020Q2,2.0
2014-03-19,"['28 the sands', ' balybunion']",,Kerry,139605.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,139605.00000000012,,1860.77,,2014Q1,1.0
2018-07-27,"['apt 82', ' the maltings', ' bonham street']",,Dublin,187500.0,No,No,Second-Hand Dwelling house /Apartment,,187500.0000000001,,2818.82,,2018Q3,3.0
2018-11-28,"['24 st james st', ' unit 4', ' kilkenny']",,Kilkenny,112500.0,No,No,Second-Hand Dwelling house /Apartment,,112500.00000000006,Kilkenny,2743.79,26512.0,2018Q4,4.0
2018-09-10,"['1 clearwater', ' kinnegar rd rathmullan', ' donegal']",,Donegal,158000.0,No,No,Second-Hand Dwelling house /Apartment,,158000.00000000012,,2877.13,,2018Q3,3.0
2014-02-05,"['greenfields', ' kanturk']",,Cork,55000.0,Yes,No,Second-Hand Dwelling house /Apartment,,54999.99999999995,,1751.64,,2014Q1,1.0
2015-03-24,"['25 gort an clochar', ' kilkee']",,Clare,68100.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,68099.99999999994,Small Towns,2091.5,,2015Q1,1.0
2021-10-20,"['10 dundoogan', ' haynestown', ' dundalk']",,Louth,219850.0,No,Yes,New Dwelling house /Apartment,,219849.99999999988,Dundalk,4536.19,39004.0,2021Q4,4.0
2019-05-10,"['15 mulcaire manor', ' newport', ' co tipperary']",,Tipperary,317500.0,No,No,Second-Hand Dwelling house /Apartment,,317500.0000000002,,2881.4,,2019Q2,2.0
2010-04-15,"['corboy', ' edgeworthstown']",,Longford,40000.0,No,No,Second-Hand Dwelling house /Apartment,,39999.99999999997,,1211.67,,2010Q2,2.0
2017-01-25,"['ballymacaward', ' ballyshannon', ' donegal']",,Donegal,275000.0,No,No,Second-Hand Dwelling house /Apartment,,275000.00000000006,Small Towns,2298.37,,2017Q1,1.0
2020-04-23,"['1 curraheen', ' st nessans rd', ' raheen']",,Limerick,230000.0,No,No,Second-Hand Dwelling house /Apartment,,230000.0000000002,,2797.8,,2020Q2,2.0
2013-09-09,"['9 windmill lawns', ' moate']",,Westmeath,140000.0,No,No,Second-Hand Dwelling house /Apartment,,139999.9999999999,,1671.71,,2013Q3,3.0
2021-04-16,"['5 st brocs cottages', ' donnybrook', ' dublin 4']",Dublin 4,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,,395000.0,,4185.47,,2021Q2,2.0
2011-12-07,"[""'finn uisce'"", ' derrydonnell north', ' oranmore']",,Galway,310000.0,No,No,Second-Hand Dwelling house /Apartment,,310000.0,,1261.01,,2011Q4,4.0
2019-08-08,"['134 jervis place', ' capel st', ' dublin 7']",Dublin 1,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,299999.9999999999,,2938.09,,2019Q3,3.0
2014-07-09,"['46 cedar grove', ' ridgewood', ' swords']",,Dublin,310510.16,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,310510.16000000003,,1972.83,,2014Q3,3.0
2016-12-21,"['5 inis fail', ' shannon', ' clare']",,Clare,172500.0,No,No,Second-Hand Dwelling house /Apartment,,172500.00000000003,Small Towns,2265.18,,2016Q4,4.0
2015-12-03,"['tanderagee', ' bailieborough']",,Cavan,380225.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,380225.00000000006,,2049.62,,2015Q4,4.0
2015-04-30,"['128 walkin st', ' kilkenny', ' kilkenny']",,Kilkenny,90000.0,No,No,Second-Hand Dwelling house /Apartment,,89999.99999999997,Kilkenny,2085.51,26512.0,2015Q2,2.0
2015-09-25,"['lisnanore', ' silverstream', ' monaghan']",,Monaghan,255000.0,No,No,Second-Hand Dwelling house /Apartment,,254999.99999999985,Small Towns,1931.34,,2015Q3,3.0
2010-09-03,"['apt. 22 newtown hall', ' hazelbrook square', ' churchtown']",Dublin 14,Dublin,312125.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,312125.00000000023,,1104.51,,2010Q3,3.0
2017-01-31,"['19 willans ave', ' ongar green', ' dublin 15']",Dublin 15,Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,,244999.99999999985,,2278.87,,2017Q1,1.0
2016-03-31,"['87 boheraroan', ' newmarket on fergus', ' clare']",,Clare,185000.0,No,No,Second-Hand Dwelling house /Apartment,,185000.0000000001,,2059.74,,2016Q1,1.0
2018-09-18,"['12 vavasour sq', ' sandymount', ' dublin 4']",Dublin 4,Dublin,1050000.0,No,No,Second-Hand Dwelling house /Apartment,,1049999.9999999998,,2904.31,,2018Q3,3.0
2015-02-24,"['41 watermeadow park', ' oldbawn', ' tallaght dublin 24']",Dublin 24,Dublin,95000.0,Yes,No,Second-Hand Dwelling house /Apartment,,95000.00000000006,,2115.48,,2015Q1,1.0
2018-11-01,"['25 st marks grove', ' neilstown', ' clondalkin']",Dublin 22,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,,205000.0,,2740.37,,2018Q4,4.0
2014-10-17,"['2 ballyoughna', ' ballygarrett', ' gorey']",,Wexford,282500.0,No,No,Second-Hand Dwelling house /Apartment,,282499.99999999977,Gorey,1886.76,9822.0,2014Q4,4.0
2017-09-08,"['7 abbotswood ave', ' monastry rd', ' rochestown']",,Cork,395000.0,No,No,Second-Hand Dwelling house /Apartment,,395000.0,,2461.43,,2017Q3,3.0
2020-12-04,"['39 cois glaisin heights', ' johnstown', ' navan']",,Meath,319999.99,No,Yes,New Dwelling house /Apartment,,319999.99000000005,Navan,3699.12,30173.0,2020Q4,4.0
2016-09-15,"['9 arkendale road', ' dalkey', ' co dublin']",,Dublin,1175000.0,No,No,Second-Hand Dwelling house /Apartment,,1175000.000000001,,2147.26,,2016Q3,3.0
2012-12-21,"['7 rathgowan park', ' mullingar']",,Westmeath,93000.0,No,No,Second-Hand Dwelling house /Apartment,,93000.0,Mullingar,1430.15,20928.0,2012Q4,4.0
2016-04-01,"['29 lawndale dr', ' dooradoyle', ' limerick']",,Limerick,170000.0,No,No,Second-Hand Dwelling house /Apartment,,170000.0,Limerick,2072.78,94192.0,2016Q2,2.0
2019-09-20,"['2 crosstrees', ' main st', ' howth']",Dublin 13,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,,459999.9999999996,,2992.07,,2019Q3,3.0
2017-03-23,"['60 stratton grove', ' adamstown', ' lucan']",,Dublin,211000.0,No,No,Second-Hand Dwelling house /Apartment,,211000.00000000015,,2345.96,,2017Q1,1.0
2012-05-16,"['liscrona house', ' doonaha', ' kilkee']",,Clare,475000.0,No,No,Second-Hand Dwelling house /Apartment,,475000.0,Small Towns,1324.8,,2012Q2,2.0
2018-09-19,"['47 blasket sq', ' waterville', ' dublin 15']",Dublin 15,Dublin,207000.0,No,No,Second-Hand Dwelling house /Apartment,,207000.0000000001,,2907.95,,2018Q3,3.0
2012-04-02,"['nunstown', ' aghadoe', ' killarney']",,Kerry,105000.0,No,No,Second-Hand Dwelling house /Apartment,,105000.00000000004,Killarney,1419.04,14504.0,2012Q2,2.0
2013-08-26,"['4 the red mill', ' north brunswick street']",Dublin 7,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,,120000.00000000006,,1656.78,,2013Q3,3.0
2015-01-07,"['10 rose lawn estate', ' togher road', ' cork']",,Cork,157000.0,No,No,Second-Hand Dwelling house /Apartment,,156999.9999999999,Cork,2025.9,208669.0,2015Q1,1.0
2015-07-30,"['ballylusk', ' ashford', ' wicklow']",,Wicklow,395000.0,No,No,Second-Hand Dwelling house /Apartment,,395000.0,Wicklow,2108.63,10584.0,2015Q3,3.0
2016-01-25,"['broomfield', ' midleton']",,Cork,22700.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,22700.0,Small Towns,1877.08,,2016Q1,1.0
2020-11-26,"['16 springfield crescent', ' templeogue', ' dublin 6w']",Dublin 6w,Dublin,642500.0,No,No,Second-Hand Dwelling house /Apartment,,642500.0,,3629.65,,2020Q4,4.0
2021-11-29,"['40 cartrun breac', ' lisbrack', ' longford']",,Longford,152000.0,Yes,No,Second-Hand Dwelling house /Apartment,,151999.99999999997,Small Towns,4655.27,,2021Q4,4.0
2017-10-13,"['3 riverside', ' military road', ' boyle']",,Roscommon,95000.0,No,No,Second-Hand Dwelling house /Apartment,,95000.00000000006,Small Towns,2553.17,,2017Q4,4.0
2012-11-16,"['4 the orchard', ' killarney road', ' abbeyfeale']",,Limerick,100000.0,No,No,Second-Hand Dwelling house /Apartment,,100000.0,,1359.88,,2012Q4,4.0
2015-08-05,"['castlemoyle', ' manorhamilton', ' leitrim']",,Leitrim,87000.0,No,No,Second-Hand Dwelling house /Apartment,,86999.99999999997,,2099.84,,2015Q3,3.0
2017-12-14,"['24 strattton square', ' adamstown square', ' adamstown']",,Dublin,264999.99,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,264999.9899999998,,2652.01,,2017Q4,4.0
2011-07-29,"['14  oceanview holiday village', ' sandhill road', ' ballyheigue']",,Kerry,135000.0,No,No,Second-Hand Dwelling house /Apartment,,135000.00000000012,,1292.28,,2011Q3,3.0
2020-10-23,"['ballinahulla', ' ballydesmond', ' co. kerry']",,Kerry,70000.0,No,No,Second-Hand Dwelling house /Apartment,,69999.99999999994,,3465.39,,2020Q4,4.0
2017-06-23,"['41 fairfield ave', ' farranree', ' cork']",,Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,,144999.99999999994,Cork,2438.3,208669.0,2017Q2,2.0
2015-02-12,"['56 st josephs terrace', ' carrick on suir', ' tipperary']",,Tipperary,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,Tipperary,2088.48,4979.0,2015Q1,1.0
2019-10-14,"['5 cluainin', ' gorey', ' wexford']",,Wexford,174000.0,No,No,Second-Hand Dwelling house /Apartment,,173999.99999999997,Wexford,2966.15,20188.0,2019Q4,4.0
2021-12-14,"['135 barton rd east', ' dundrum', ' dublin 14']",Dublin 14,Dublin,672000.0,No,No,Second-Hand Dwelling house /Apartment,,671999.9999999999,,4634.09,,2021Q4,4.0
2019-08-22,"['55 mulberry park', ' sligo', ' sligo']",,Sligo,137000.0,No,No,Second-Hand Dwelling house /Apartment,,137000.00000000012,Sligo,2922.95,19199.0,2019Q3,3.0
2011-02-14,"['4 tulach ard', ' rathdrum', ' virginia']",,Cavan,170250.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,170250.00000000003,,1332.32,,2011Q1,1.0
2014-07-31,"['derrycramph', ' cavan']",,Cavan,250000.0,Yes,No,Second-Hand Dwelling house /Apartment,,249999.99999999985,Cavan,1930.67,10914.0,2014Q3,3.0
2013-10-04,"['cromwellsfort', ' mulgannon', ' wexford']",,Wexford,119500.0,No,No,Second-Hand Dwelling house /Apartment,,119500.0,Wexford,1690.5,20188.0,2013Q4,4.0
2014-12-22,"['lisquell east', ' ballygar', ' co galway']",,Galway,25000.0,No,No,Second-Hand Dwelling house /Apartment,,25000.0,,2078.54,,2014Q4,4.0
2014-11-24,"['140 hampton wood avenue', ' hampton wood', ' dublin 11']",Dublin 11,Dublin,200000.01,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,200000.01000000007,,2069.41,,2014Q4,4.0
2018-06-14,"['stonylane', ' rathcoole', ' dublin']",,Dublin,1000000.0,No,No,Second-Hand Dwelling house /Apartment,,999999.9999999997,Dublin,2782.49,1173179.0,2018Q2,2.0
2018-04-25,"['17 woodbank', ' shankill', ' co dublin']",,Dublin,676719.92,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,676719.9199999996,,2639.4,,2018Q2,2.0
2017-08-23,"['clonrollagh', ' drum', ' athlone']",,Roscommon,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,,2444.04,,2017Q3,3.0
2019-10-25,"['4 the glebe', ' rathmoylon', ' co meath']",,Meath,252498.91,No,Yes,New Dwelling house /Apartment,,252498.9100000001,,3022.55,,2019Q4,4.0
2020-07-08,"['10 james street', ' mitchelstown', ' co cork']",,Cork,101000.0,No,No,Second-Hand Dwelling house /Apartment,,101000.00000000007,,3169.94,,2020Q3,3.0
